sample,x,y,method,annotation_label
2221,-17.785555,-4.3501387,SPDR,cd14.monocytes
2222,-13.520226,-4.503433,SPDR,cd14.monocytes
2223,-16.798903,-3.2951303,SPDR,cd14.monocytes
2224,-19.046253,-4.851438,SPDR,cd14.monocytes
2225,-20.947401,-2.4378486,SPDR,cd14.monocytes
2226,-15.091259,-2.43866,SPDR,cd14.monocytes
2227,-20.174007,-8.974869,SPDR,cd14.monocytes
2228,-21.394236,-8.1358,SPDR,cd14.monocytes
2229,-16.739712,-3.229798,SPDR,cd14.monocytes
2230,-17.586517,-4.929791,SPDR,cd14.monocytes
2231,-16.37592,-1.054735,SPDR,cd14.monocytes
2232,-22.802334,-8.9869175,SPDR,cd14.monocytes
2233,-14.828535,-1.193731,SPDR,cd14.monocytes
2234,-17.654552,-5.4954157,SPDR,cd14.monocytes
2235,-16.863373,-4.885229,SPDR,cd14.monocytes
2236,-19.149794,-6.9804344,SPDR,cd14.monocytes
2237,-19.22474,-6.1276402,SPDR,cd14.monocytes
2238,-17.67371,-4.674293,SPDR,cd14.monocytes
2239,-15.205547,-5.916793,SPDR,cd14.monocytes
2240,-16.970293,-5.2556195,SPDR,cd14.monocytes
2241,-17.407244,-1.7639762,SPDR,cd14.monocytes
2242,11.549527,-0.7606446,SPDR,cd14.monocytes
2243,-20.63031,-7.675305,SPDR,cd14.monocytes
2244,-18.261461,-6.773872,SPDR,cd14.monocytes
2245,-27.038794,-9.154525,SPDR,cd14.monocytes
2246,-16.739002,-2.7082322,SPDR,cd14.monocytes
2247,-17.751423,-3.877727,SPDR,cd14.monocytes
2248,-16.066883,-4.516859,SPDR,cd14.monocytes
2249,-19.987976,-8.251294,SPDR,cd14.monocytes
2250,-16.858784,-3.032042,SPDR,cd14.monocytes
2251,-17.636906,-3.6531265,SPDR,cd14.monocytes
2252,-24.018713,-9.226629,SPDR,cd14.monocytes
2253,-18.529564,-6.5373735,SPDR,cd14.monocytes
2254,-19.59116,-6.697364,SPDR,cd14.monocytes
2255,-21.28013,-8.994968,SPDR,cd14.monocytes
2256,-26.25195,-9.070856,SPDR,cd14.monocytes
2257,-17.999065,-4.086628,SPDR,cd14.monocytes
2258,-18.200691,-1.7744061,SPDR,cd14.monocytes
2259,-17.125038,-5.46062,SPDR,cd14.monocytes
2260,-17.528957,-1.4674602,SPDR,cd14.monocytes
2261,-17.671371,-2.3362436,SPDR,cd14.monocytes
2262,-21.595259,-8.549921,SPDR,cd14.monocytes
2263,-21.09145,-7.653348,SPDR,cd14.monocytes
2264,-15.789956,-3.9720426,SPDR,cd14.monocytes
2265,-19.110313,-7.799075,SPDR,cd14.monocytes
2266,-14.788206,-2.390159,SPDR,cd14.monocytes
2267,-20.578255,-11.106394,SPDR,cd14.monocytes
2268,-17.770567,-3.691183,SPDR,cd14.monocytes
2269,-16.939161,-7.7673655,SPDR,cd14.monocytes
2270,-17.088396,-2.6375828,SPDR,cd14.monocytes
2271,-15.628854,-2.8113902,SPDR,cd14.monocytes
2272,-17.568941,-1.9274954,SPDR,cd14.monocytes
2273,-17.279602,-3.1614585,SPDR,cd14.monocytes
2274,-27.272474,-9.023791,SPDR,cd14.monocytes
2275,-21.498878,-8.408144,SPDR,cd14.monocytes
2276,-20.670467,-5.240556,SPDR,cd14.monocytes
2277,-16.881384,-3.722834,SPDR,cd14.monocytes
2278,-20.029455,-7.585048,SPDR,cd14.monocytes
2279,-17.528753,-2.8100767,SPDR,cd14.monocytes
2280,-29.160769,-8.75908,SPDR,cd14.monocytes
2281,-16.463036,-2.6524901,SPDR,cd14.monocytes
2282,-20.88022,-8.026726,SPDR,cd14.monocytes
2283,-20.545654,-6.6875153,SPDR,cd14.monocytes
2284,-17.10409,-2.2131946,SPDR,cd14.monocytes
2285,-16.302307,-0.95413935,SPDR,cd14.monocytes
2286,-18.99743,-1.2783964,SPDR,cd14.monocytes
2287,-19.143261,-1.3392138,SPDR,cd14.monocytes
2288,-17.70059,-5.1837516,SPDR,cd14.monocytes
2289,-17.239382,-7.4033027,SPDR,cd14.monocytes
2290,-17.58481,-7.7012796,SPDR,cd14.monocytes
2291,-20.228086,-6.788091,SPDR,cd14.monocytes
2292,-17.769962,-6.3372936,SPDR,cd14.monocytes
2293,-17.386488,-1.385147,SPDR,cd14.monocytes
2294,-18.164669,-4.280774,SPDR,cd14.monocytes
2295,-18.855894,-1.8617353,SPDR,cd14.monocytes
2296,-16.94755,-4.869251,SPDR,cd14.monocytes
2297,-18.02792,-5.243204,SPDR,cd14.monocytes
2298,-29.6414,-8.71278,SPDR,cd14.monocytes
2299,-16.044027,-5.07587,SPDR,cd14.monocytes
2300,-17.937092,-4.429567,SPDR,cd14.monocytes
2301,-20.765713,-8.897358,SPDR,cd14.monocytes
2302,-17.647415,-1.9942794,SPDR,cd14.monocytes
2303,-15.683593,-2.4058428,SPDR,cd14.monocytes
2304,-19.329556,-3.4307566,SPDR,cd14.monocytes
2305,-16.619383,-2.328626,SPDR,cd14.monocytes
2306,-18.220297,-6.5294557,SPDR,cd14.monocytes
2307,-3.0573053,-15.609153,SPDR,cd14.monocytes
2308,-29.327179,-8.795401,SPDR,cd14.monocytes
2309,-15.926989,-0.843791,SPDR,cd14.monocytes
2310,-20.002708,-8.130525,SPDR,cd14.monocytes
2311,-17.740322,-5.5079083,SPDR,cd14.monocytes
2312,-17.16593,-4.265069,SPDR,cd14.monocytes
2313,-29.623158,-8.496264,SPDR,cd14.monocytes
2314,-14.663378,-1.7054589,SPDR,cd14.monocytes
2315,-15.823152,-8.034512,SPDR,cd14.monocytes
2316,-16.584911,-4.448052,SPDR,cd14.monocytes
2317,-17.806885,-5.1229434,SPDR,cd14.monocytes
2318,-29.352045,-8.740532,SPDR,cd14.monocytes
2319,-18.825815,-5.305063,SPDR,cd14.monocytes
2320,-14.658053,-3.569056,SPDR,cd14.monocytes
2321,-19.74672,-9.153601,SPDR,cd14.monocytes
2322,-19.099377,-5.3062687,SPDR,cd14.monocytes
2323,-17.294027,-3.3544698,SPDR,cd14.monocytes
2324,-21.437378,-7.948458,SPDR,cd14.monocytes
2325,-19.56541,-4.396704,SPDR,cd14.monocytes
2326,-20.274527,-8.22334,SPDR,cd14.monocytes
2327,-20.223618,-7.4187436,SPDR,cd14.monocytes
2328,-18.05949,-3.2195277,SPDR,cd14.monocytes
2329,-18.83886,-8.404056,SPDR,cd14.monocytes
2330,12.028686,-13.678434,SPDR,cd14.monocytes
2331,-19.144531,-8.350901,SPDR,cd14.monocytes
2332,-21.784101,-9.100021,SPDR,cd14.monocytes
2333,-17.050568,-3.4461396,SPDR,cd14.monocytes
2334,-20.974209,-4.511163,SPDR,cd14.monocytes
2335,-15.171845,-0.98135793,SPDR,cd14.monocytes
2336,-16.879133,-7.4874625,SPDR,cd14.monocytes
2337,-17.01555,-6.733848,SPDR,cd14.monocytes
2338,-20.210358,-8.524852,SPDR,cd14.monocytes
2339,-16.010054,-5.5880046,SPDR,cd14.monocytes
2340,-20.92686,-7.8732796,SPDR,cd14.monocytes
2341,-18.900702,-2.755539,SPDR,cd14.monocytes
2342,10.358817,-15.013792,SPDR,cd14.monocytes
2343,-19.236315,-5.940127,SPDR,cd14.monocytes
2344,-14.253892,-2.0147119,SPDR,cd14.monocytes
2345,-17.540684,-4.8822274,SPDR,cd14.monocytes
2346,-2.9727373,-15.606147,SPDR,cd14.monocytes
2347,-19.406933,-6.984362,SPDR,cd14.monocytes
2348,-18.84653,-2.1427753,SPDR,cd14.monocytes
2349,-18.736012,-4.320813,SPDR,cd14.monocytes
2350,-20.487303,-10.325578,SPDR,cd14.monocytes
2351,-18.397331,-1.8354628,SPDR,cd14.monocytes
2352,-20.583231,-11.4350395,SPDR,cd14.monocytes
2353,-16.675488,-4.169575,SPDR,cd14.monocytes
2354,-15.603986,-6.862842,SPDR,cd14.monocytes
2355,-19.917555,-7.537658,SPDR,cd14.monocytes
2356,-18.441736,-6.8435626,SPDR,cd14.monocytes
2357,-16.450863,-3.2881796,SPDR,cd14.monocytes
2358,-18.08785,-2.5541577,SPDR,cd14.monocytes
2359,-20.393654,-10.462892,SPDR,cd14.monocytes
2360,-17.071758,-3.3685324,SPDR,cd14.monocytes
2361,-19.026098,-11.289157,SPDR,cd14.monocytes
2362,-15.1632395,-2.8037674,SPDR,cd14.monocytes
2363,-16.150917,-5.636693,SPDR,cd14.monocytes
2364,-16.657162,-4.0298615,SPDR,cd14.monocytes
2365,-20.912212,-8.972576,SPDR,cd14.monocytes
2366,-21.117334,-8.7420635,SPDR,cd14.monocytes
2367,-29.327377,-8.839189,SPDR,cd14.monocytes
2368,-18.940544,-9.331544,SPDR,cd14.monocytes
2369,-17.528708,-5.2995443,SPDR,cd14.monocytes
2370,-17.459286,-3.2346244,SPDR,cd14.monocytes
2371,-18.301287,-7.77515,SPDR,cd14.monocytes
2372,-21.160957,-8.802141,SPDR,cd14.monocytes
2373,-18.839928,-1.8059402,SPDR,cd14.monocytes
2374,-16.385763,-3.2891216,SPDR,cd14.monocytes
2375,-19.541641,-8.191224,SPDR,cd14.monocytes
2376,-13.666237,-5.47379,SPDR,cd14.monocytes
2377,-17.819458,-3.386369,SPDR,cd14.monocytes
2378,-16.88701,17.572361,SPDR,cd14.monocytes
2379,-17.582798,-2.8741457,SPDR,cd14.monocytes
2380,-15.547324,-3.318668,SPDR,cd14.monocytes
2381,-15.611949,-0.9064686,SPDR,cd14.monocytes
2382,-17.373775,-0.39100704,SPDR,cd14.monocytes
2383,-29.37428,-8.634204,SPDR,cd14.monocytes
2384,-16.368826,-9.595957,SPDR,cd14.monocytes
2385,-13.251058,-2.49812,SPDR,cd14.monocytes
2386,-17.01424,-3.4179664,SPDR,cd14.monocytes
2387,-16.391855,-2.7951856,SPDR,cd14.monocytes
2388,-18.559092,-9.297047,SPDR,cd14.monocytes
2389,-22.253263,-8.683261,SPDR,cd14.monocytes
2390,-18.16891,-5.110861,SPDR,cd14.monocytes
2391,-17.27712,-4.740847,SPDR,cd14.monocytes
2392,-16.526464,-3.4396293,SPDR,cd14.monocytes
2393,-15.030215,-7.771618,SPDR,cd14.monocytes
2394,-17.883612,-4.6026583,SPDR,cd14.monocytes
2395,-21.445068,-9.684792,SPDR,cd14.monocytes
2396,-16.484602,-3.923165,SPDR,cd14.monocytes
2397,-17.866617,-4.632626,SPDR,cd14.monocytes
2398,-18.214596,-5.3754563,SPDR,cd14.monocytes
2399,-17.648378,-5.964651,SPDR,cd14.monocytes
2400,-15.789603,-3.4307237,SPDR,cd14.monocytes
2401,-19.59893,-7.970392,SPDR,cd14.monocytes
2402,-16.601938,-3.8671005,SPDR,cd14.monocytes
2403,-16.83219,-0.53824633,SPDR,cd14.monocytes
2404,-17.735548,-5.069489,SPDR,cd14.monocytes
2405,-20.713549,-8.8164425,SPDR,cd14.monocytes
2406,-15.797879,-1.53193,SPDR,cd14.monocytes
2407,-19.66166,-7.717537,SPDR,cd14.monocytes
2408,-18.661873,-6.3969517,SPDR,cd14.monocytes
2409,-17.150589,-3.1481469,SPDR,cd14.monocytes
2410,-17.402771,-6.5105085,SPDR,cd14.monocytes
2411,-17.306282,-4.68656,SPDR,cd14.monocytes
2412,-16.176815,-6.2295766,SPDR,cd14.monocytes
2413,-18.58629,-6.858583,SPDR,cd14.monocytes
2414,-20.526348,-8.149545,SPDR,cd14.monocytes
2415,-15.26038,-6.907609,SPDR,cd14.monocytes
2416,-20.275055,-7.2554064,SPDR,cd14.monocytes
2417,-17.570967,-4.5662136,SPDR,cd14.monocytes
2418,-26.234392,-9.125353,SPDR,cd14.monocytes
2419,-21.368458,-8.887614,SPDR,cd14.monocytes
2420,-20.753622,-8.8236065,SPDR,cd14.monocytes
2421,-16.763647,-3.0906599,SPDR,cd14.monocytes
2422,-10.1817255,23.665709,SPDR,cd14.monocytes
2423,-20.807053,-8.348604,SPDR,cd14.monocytes
2424,-19.817978,-2.3704858,SPDR,cd14.monocytes
2425,-21.447498,-8.346906,SPDR,cd14.monocytes
2426,-21.105118,-8.11766,SPDR,cd14.monocytes
2427,-29.704258,-8.5634985,SPDR,cd14.monocytes
2428,-18.251087,-5.4990387,SPDR,cd14.monocytes
2429,-21.458094,-10.79936,SPDR,cd14.monocytes
2430,-14.319473,-4.3649874,SPDR,cd14.monocytes
2431,-27.382149,-9.228854,SPDR,cd14.monocytes
2432,-15.469795,-1.6343124,SPDR,cd14.monocytes
2433,-15.395757,-5.424778,SPDR,cd14.monocytes
2434,-15.520704,-3.0665417,SPDR,cd14.monocytes
2435,-17.12846,-4.8941665,SPDR,cd14.monocytes
2436,-16.60577,-2.1374083,SPDR,cd14.monocytes
2437,-18.188362,-4.787321,SPDR,cd14.monocytes
2438,-18.957605,-9.068422,SPDR,cd14.monocytes
2439,-16.5533,-7.994136,SPDR,cd14.monocytes
2440,-29.660378,-8.605369,SPDR,cd14.monocytes
2441,-18.812986,-7.993561,SPDR,cd14.monocytes
2442,-16.88958,-3.285281,SPDR,cd14.monocytes
2443,-18.575886,-5.56032,SPDR,cd14.monocytes
2444,-19.397812,-6.626696,SPDR,cd14.monocytes
2445,-20.526,-8.714384,SPDR,cd14.monocytes
2446,-17.52366,-5.02124,SPDR,cd14.monocytes
2447,-16.531416,-2.0909388,SPDR,cd14.monocytes
2448,-16.055733,-4.874496,SPDR,cd14.monocytes
2449,-16.72572,-0.61490905,SPDR,cd14.monocytes
2450,-19.135475,-5.661134,SPDR,cd14.monocytes
2451,-17.537624,-2.6673641,SPDR,cd14.monocytes
2452,-16.023233,-7.0569344,SPDR,cd14.monocytes
2453,-19.53607,-4.120018,SPDR,cd14.monocytes
2454,-16.212114,-2.158164,SPDR,cd14.monocytes
2455,-16.551432,-2.7027473,SPDR,cd14.monocytes
2456,-29.106018,-8.752105,SPDR,cd14.monocytes
2457,-15.427544,-3.8123095,SPDR,cd14.monocytes
2458,-17.521763,-0.9148845,SPDR,cd14.monocytes
2459,-16.898699,-3.2033362,SPDR,cd14.monocytes
2460,-19.362158,-7.3003817,SPDR,cd14.monocytes
2461,-15.651361,-5.021929,SPDR,cd14.monocytes
2462,-17.388962,-4.145819,SPDR,cd14.monocytes
2463,-26.637915,-9.092286,SPDR,cd14.monocytes
2464,-17.390566,-6.8281136,SPDR,cd14.monocytes
2465,-15.951648,-5.936943,SPDR,cd14.monocytes
2466,-17.636667,-4.111219,SPDR,cd14.monocytes
2467,-16.68259,-4.613149,SPDR,cd14.monocytes
2468,-16.620974,-3.4822013,SPDR,cd14.monocytes
2469,-17.063282,-6.6021423,SPDR,cd14.monocytes
2470,-16.636242,-0.31640652,SPDR,cd14.monocytes
2471,-21.65091,-9.663679,SPDR,cd14.monocytes
2472,-19.363445,-4.558816,SPDR,cd14.monocytes
2473,-17.124752,-5.3319893,SPDR,cd14.monocytes
2474,-20.020758,-6.0650983,SPDR,cd14.monocytes
2475,-17.354841,-4.5860386,SPDR,cd14.monocytes
2476,-13.681155,-3.9778879,SPDR,cd14.monocytes
2477,-16.251827,-2.8256676,SPDR,cd14.monocytes
2478,-30.089912,-8.832171,SPDR,cd14.monocytes
2479,-15.095956,-2.908644,SPDR,cd14.monocytes
2480,-17.779703,-4.6976857,SPDR,cd14.monocytes
2481,-19.426197,-7.777217,SPDR,cd14.monocytes
2482,-15.328828,-2.874882,SPDR,cd14.monocytes
2483,-23.242626,-9.950401,SPDR,cd14.monocytes
2484,-15.959127,-5.691308,SPDR,cd14.monocytes
2485,-23.464363,-4.004937,SPDR,cd14.monocytes
2486,-29.354647,-8.688842,SPDR,cd14.monocytes
2487,-19.909466,-2.1010947,SPDR,cd14.monocytes
2488,-20.454767,-8.121506,SPDR,cd14.monocytes
2489,-17.15199,-3.2083497,SPDR,cd14.monocytes
2490,-18.905058,-4.3730726,SPDR,cd14.monocytes
2491,-19.226183,-6.5417786,SPDR,cd14.monocytes
2492,-17.114147,-4.468679,SPDR,cd14.monocytes
2493,-15.875465,-6.1482387,SPDR,cd14.monocytes
2494,-17.178589,-3.7056115,SPDR,cd14.monocytes
2495,-20.49685,-10.805091,SPDR,cd14.monocytes
2496,-15.727955,-2.9079118,SPDR,cd14.monocytes
2497,-15.387454,-2.5645075,SPDR,cd14.monocytes
2498,-16.696726,-6.2787704,SPDR,cd14.monocytes
2499,-23.659508,-9.272093,SPDR,cd14.monocytes
2500,19.740728,-8.076659,SPDR,cd14.monocytes
2501,-16.946684,-1.3032084,SPDR,cd14.monocytes
2502,-13.20922,-2.9422917,SPDR,cd14.monocytes
2503,-17.008827,-4.18394,SPDR,cd14.monocytes
2504,-29.326052,-8.748286,SPDR,cd14.monocytes
2505,-20.935875,-5.5947456,SPDR,cd14.monocytes
2506,-16.598211,-7.527387,SPDR,cd14.monocytes
2507,-16.88898,-5.4122405,SPDR,cd14.monocytes
2508,-16.29908,-2.6543796,SPDR,cd14.monocytes
2509,-16.63121,18.715298,SPDR,cd14.monocytes
2510,-19.090235,-3.4327643,SPDR,cd14.monocytes
2511,-17.604103,-0.7288998,SPDR,cd14.monocytes
2512,-19.258041,-8.957422,SPDR,cd14.monocytes
2513,-20.05681,-9.519679,SPDR,cd14.monocytes
2514,-20.661207,-9.818891,SPDR,cd14.monocytes
2515,-16.850695,-5.9834127,SPDR,cd14.monocytes
2516,-20.296505,-10.115099,SPDR,cd14.monocytes
2517,-16.44613,-0.63435197,SPDR,cd14.monocytes
2518,-17.238384,-4.297883,SPDR,cd14.monocytes
2519,7.804186,-15.035645,SPDR,cd14.monocytes
2520,-21.0859,-7.9460773,SPDR,cd14.monocytes
2521,-16.614412,-3.9221048,SPDR,cd14.monocytes
2522,-20.454887,-2.85106,SPDR,cd14.monocytes
2523,-20.373552,-6.7722545,SPDR,cd14.monocytes
2524,-17.24085,-7.8118577,SPDR,cd14.monocytes
2525,-18.609335,-4.760174,SPDR,cd14.monocytes
2526,-17.504963,-3.0638762,SPDR,cd14.monocytes
2527,-17.637775,-6.0111103,SPDR,cd14.monocytes
2528,-14.094911,-1.54502,SPDR,cd14.monocytes
2529,-15.993934,-2.7330313,SPDR,cd14.monocytes
2530,-14.028325,-7.1962504,SPDR,cd14.monocytes
2531,-16.847174,-3.6613145,SPDR,cd14.monocytes
2532,-18.664297,-9.369586,SPDR,cd14.monocytes
2533,-15.304701,-1.8857746,SPDR,cd14.monocytes
2534,-17.97268,-4.0142965,SPDR,cd14.monocytes
2535,-16.15149,-1.0890577,SPDR,cd14.monocytes
2536,-22.088785,-7.5383477,SPDR,cd14.monocytes
2537,-16.117697,-8.640918,SPDR,cd14.monocytes
2538,-17.386635,-4.408854,SPDR,cd14.monocytes
2539,-16.070545,-6.06016,SPDR,cd14.monocytes
2540,-16.101946,-1.9862007,SPDR,cd14.monocytes
2541,-20.005692,-8.337517,SPDR,cd14.monocytes
2542,-19.03821,-8.024993,SPDR,cd14.monocytes
2543,-18.011786,-0.8428225,SPDR,cd14.monocytes
2544,-19.65627,-7.1110134,SPDR,cd14.monocytes
2545,-17.711388,-3.9810956,SPDR,cd14.monocytes
2546,-1.1651947,-14.416605,SPDR,cd14.monocytes
2547,-17.781046,-8.578623,SPDR,cd14.monocytes
2548,-19.265757,-7.1252227,SPDR,cd14.monocytes
2549,-16.939941,-0.3485223,SPDR,cd14.monocytes
2550,-15.477723,-5.5215187,SPDR,cd14.monocytes
2551,-17.097073,-1.1722139,SPDR,cd14.monocytes
2552,-15.896282,-4.7370033,SPDR,cd14.monocytes
2553,-18.730726,-4.6175203,SPDR,cd14.monocytes
2554,-19.737257,-5.4294114,SPDR,cd14.monocytes
2555,-20.463999,-8.486015,SPDR,cd14.monocytes
2556,-13.621826,-4.0164356,SPDR,cd14.monocytes
2557,-16.972887,-5.7026324,SPDR,cd14.monocytes
2558,-27.54899,-9.004706,SPDR,cd14.monocytes
2559,-16.609045,-9.050235,SPDR,cd14.monocytes
2560,-18.784094,-5.474609,SPDR,cd14.monocytes
2561,-13.162196,-5.3972807,SPDR,cd14.monocytes
2562,-17.673393,-4.786257,SPDR,cd14.monocytes
2563,-18.670837,-3.877385,SPDR,cd14.monocytes
2564,-19.599018,-5.8563867,SPDR,cd14.monocytes
2565,-17.752108,-5.185108,SPDR,cd14.monocytes
2566,-13.671171,-2.4001875,SPDR,cd14.monocytes
2567,-19.403992,-7.6211796,SPDR,cd14.monocytes
2568,-16.02381,-5.7342277,SPDR,cd14.monocytes
2569,-19.267736,-8.907375,SPDR,cd14.monocytes
2570,-20.605291,-8.950843,SPDR,cd14.monocytes
2571,-18.83466,-4.1133256,SPDR,cd14.monocytes
2572,-20.850407,-8.712785,SPDR,cd14.monocytes
2573,-17.598711,-0.81070787,SPDR,cd14.monocytes
2574,-13.5803995,-7.5659614,SPDR,cd14.monocytes
2575,-16.556528,-4.278662,SPDR,cd14.monocytes
2576,-17.522263,-7.9390683,SPDR,cd14.monocytes
2577,-17.365372,-9.500504,SPDR,cd14.monocytes
2578,-20.231894,-7.7735734,SPDR,cd14.monocytes
2579,-16.531702,-6.2888403,SPDR,cd14.monocytes
2580,-15.442918,-7.155729,SPDR,cd14.monocytes
2581,-15.812577,-4.1604023,SPDR,cd14.monocytes
2582,-19.389057,-8.220593,SPDR,cd14.monocytes
2583,-15.831384,-6.007015,SPDR,cd14.monocytes
2584,-17.567482,-4.1807127,SPDR,cd14.monocytes
2585,-16.185951,-0.5186076,SPDR,cd14.monocytes
2586,-15.640581,-0.8896545,SPDR,cd14.monocytes
2587,-17.247267,-3.006554,SPDR,cd14.monocytes
2588,-17.090015,-3.5794683,SPDR,cd14.monocytes
2589,-15.728553,-4.7203526,SPDR,cd14.monocytes
2590,-18.843443,-6.3789144,SPDR,cd14.monocytes
2591,-17.634132,-4.5096087,SPDR,cd14.monocytes
2592,-16.53936,-4.83357,SPDR,cd14.monocytes
2593,-17.566055,-2.5940058,SPDR,cd14.monocytes
2594,-17.9498,-5.915569,SPDR,cd14.monocytes
2595,-18.873701,-6.9423056,SPDR,cd14.monocytes
2596,-16.247778,-2.1681292,SPDR,cd14.monocytes
2597,-16.150045,-2.050408,SPDR,cd14.monocytes
2598,-17.518993,-2.9568095,SPDR,cd14.monocytes
2599,-16.286627,-8.223395,SPDR,cd14.monocytes
2600,-13.941836,-3.3797421,SPDR,cd14.monocytes
2601,-20.232012,-6.0503917,SPDR,cd14.monocytes
2602,-16.794203,-5.134176,SPDR,cd14.monocytes
2603,-20.394709,-8.074871,SPDR,cd14.monocytes
2604,-18.57849,-6.3954186,SPDR,cd14.monocytes
2605,-17.876217,-4.524031,SPDR,cd14.monocytes
2606,-16.29846,-2.6267397,SPDR,cd14.monocytes
2607,-21.364868,-10.31713,SPDR,cd14.monocytes
2608,-19.215946,-6.8493447,SPDR,cd14.monocytes
2609,-20.807854,-7.8323035,SPDR,cd14.monocytes
2610,-17.612492,-8.664354,SPDR,cd14.monocytes
2611,-18.923744,-1.6588545,SPDR,cd14.monocytes
2612,-16.570023,-4.579324,SPDR,cd14.monocytes
2613,-17.458462,-3.6049068,SPDR,cd14.monocytes
2614,-19.398489,-10.309061,SPDR,cd14.monocytes
2615,-17.703556,-3.9834564,SPDR,cd14.monocytes
2616,-20.479042,-10.092484,SPDR,cd14.monocytes
2617,-17.451527,-2.6762946,SPDR,cd14.monocytes
2618,-13.8095255,-4.3225193,SPDR,cd14.monocytes
2619,-17.959923,-6.4381194,SPDR,cd14.monocytes
2620,-15.197514,-2.8513136,SPDR,cd14.monocytes
2621,-16.968458,-2.6746128,SPDR,cd14.monocytes
2622,-19.859808,-8.1274805,SPDR,cd14.monocytes
2623,-17.667765,-5.522743,SPDR,cd14.monocytes
2624,-20.893074,-8.638593,SPDR,cd14.monocytes
2625,-17.800428,-5.4793444,SPDR,cd14.monocytes
2626,-20.831352,-8.0686455,SPDR,cd14.monocytes
2627,-17.191595,-2.7475414,SPDR,cd14.monocytes
2628,-17.905592,-5.0212507,SPDR,cd14.monocytes
2629,-17.088377,-5.2988324,SPDR,cd14.monocytes
2630,-19.3798,-8.760856,SPDR,cd14.monocytes
2631,-17.424198,-2.5480764,SPDR,cd14.monocytes
2632,-17.309208,-3.300106,SPDR,cd14.monocytes
2633,-19.24205,-7.438919,SPDR,cd14.monocytes
2634,-17.442244,-3.5262523,SPDR,cd14.monocytes
2635,-18.564888,-1.6111345,SPDR,cd14.monocytes
2636,-17.43122,-3.423549,SPDR,cd14.monocytes
2637,-16.481955,-3.0688047,SPDR,cd14.monocytes
2638,-16.782917,-4.2866344,SPDR,cd14.monocytes
2639,-16.040312,-5.6503935,SPDR,cd14.monocytes
2640,-18.359987,-6.1854877,SPDR,cd14.monocytes
2641,-21.540724,-8.707529,SPDR,cd14.monocytes
2642,-17.642094,-4.5158463,SPDR,cd14.monocytes
2643,-20.326246,-8.556011,SPDR,cd14.monocytes
2644,-17.467693,14.95173,SPDR,cd14.monocytes
2645,-16.895044,-2.3817463,SPDR,cd14.monocytes
2646,-17.53678,-3.110937,SPDR,cd14.monocytes
2647,-19.456776,-1.6985517,SPDR,cd14.monocytes
2648,-16.905405,-2.2498112,SPDR,cd14.monocytes
2649,-18.82227,-6.0624433,SPDR,cd14.monocytes
2650,-15.625451,-2.9149177,SPDR,cd14.monocytes
2651,-20.398838,-5.1815696,SPDR,cd14.monocytes
2652,-17.222198,-7.0233393,SPDR,cd14.monocytes
2653,-16.438423,-2.090789,SPDR,cd14.monocytes
2654,-17.400372,-1.294472,SPDR,cd14.monocytes
2655,-18.46591,-5.7937055,SPDR,cd14.monocytes
2656,-17.024351,-4.9535394,SPDR,cd14.monocytes
2657,-22.43743,-8.044718,SPDR,cd14.monocytes
2658,-18.046375,-5.5691447,SPDR,cd14.monocytes
2659,-19.54731,-9.742064,SPDR,cd14.monocytes
2660,-25.638432,-9.208599,SPDR,cd14.monocytes
2661,11.3215065,-4.7488437,SPDR,cd14.monocytes
2662,-18.832481,-7.8867183,SPDR,cd14.monocytes
2663,-18.204416,-5.329689,SPDR,cd14.monocytes
2664,-15.845983,-3.3032007,SPDR,cd14.monocytes
2665,-20.532991,-7.972037,SPDR,cd14.monocytes
2666,-18.5086,-7.240798,SPDR,cd14.monocytes
2667,-15.404537,-1.5225784,SPDR,cd14.monocytes
2668,-16.917934,-8.34856,SPDR,cd14.monocytes
2669,-15.883706,-3.298017,SPDR,cd14.monocytes
2670,-16.716492,-5.195279,SPDR,cd14.monocytes
2671,-20.41993,-6.3311067,SPDR,cd14.monocytes
2672,-19.285643,-7.8690104,SPDR,cd14.monocytes
2673,-19.679588,-4.417336,SPDR,cd14.monocytes
2674,-19.778118,-10.078312,SPDR,cd14.monocytes
2675,-21.428982,-11.535686,SPDR,cd14.monocytes
2676,-20.322199,-8.261048,SPDR,cd14.monocytes
2677,-16.698112,-5.471019,SPDR,cd14.monocytes
2678,-15.834455,-3.3425207,SPDR,cd14.monocytes
2679,-16.106539,-5.126491,SPDR,cd14.monocytes
2680,-17.966824,-1.75118,SPDR,cd14.monocytes
2681,-16.95841,-4.0650587,SPDR,cd14.monocytes
2682,-17.267382,-8.385589,SPDR,cd14.monocytes
2683,-16.705627,-6.152079,SPDR,cd14.monocytes
2684,-13.579529,-1.3400024,SPDR,cd14.monocytes
2685,-15.20436,-0.88567024,SPDR,cd14.monocytes
2686,-17.998106,-6.5708947,SPDR,cd14.monocytes
2687,-19.096827,-5.894885,SPDR,cd14.monocytes
2688,-16.750427,-6.2871695,SPDR,cd14.monocytes
2689,-18.946714,-3.1353402,SPDR,cd14.monocytes
2690,-15.805456,-2.5431075,SPDR,cd14.monocytes
2691,-17.25726,-3.4311848,SPDR,cd14.monocytes
2692,-18.598402,-4.54521,SPDR,cd14.monocytes
2693,-19.487955,-6.9366603,SPDR,cd14.monocytes
2694,-16.236858,-4.3650117,SPDR,cd14.monocytes
